Depth (ft),ROP (ft/hr),WOB (k-lbs),Temp Out (degF),Temp In (degF),Pit Total (bbls),Pump Press (psi),Hookload (k-lbs),Surface Torque (psi),Rotary Speed (rpm),Flow In (liters/min),Flow Out (%),WH Pressure (psi)
2033.29,28.14,22.51,131.73,128.31,253.83,730.59,52.79,103.14,101.51,3243.72,89.54,7.12
2034.31,29.06,16.03,131.8,128.39,253.79,730.98,59.27,100.24,108.38,3246.03,90.11,7.12
2035.32,37.35,17.19,131.8,128.39,253.62,730.59,58.11,108.82,98.49,3239.06,89.98,7.5
2036.34,24.4,14.08,131.84,128.5,253.26,729.45,61.22,110.38,95.75,3246.82,92.66,7.12
2037.36,41.61,21.59,131.88,128.54,253.28,730.21,53.71,108.9,100.29,3239.06,91.86,6.74
2038.37,22.74,20.89,131.95,128.58,253.2,727.54,54.41,102.3,95.26,3240.61,92.61,7.12
2039.39,16.12,20.52,132.03,128.58,252.97,726.78,54.79,98.79,100.78,3242.17,93.93,7.12
2040.4,19.05,24.38,132.18,128.58,252.8,729.07,50.93,102.15,111.74,3248.37,95.29,6.74
2041.44,10.9,19.35,132.34,128.69,252.47,729.45,55.95,104.09,111.37,3238.27,93.4,6.74
2042.46,28.15,19.89,132.37,128.73,252,727.93,55.41,108.02,104.26,3243.72,93.31,7.12
2043.47,22.87,17.94,132.37,128.84,251.04,729.45,57.36,111.38,98.01,3242.92,92.83,6.74
2044.49,22.75,19.31,132.41,128.96,250.98,729.45,55.99,98.3,116.53,3236.75,94.02,6.74
2045.51,22.61,16.28,132.45,129.07,250.98,728.69,59.02,102.49,112.92,3237.51,92.04,6.74
2046.54,29.28,21.3,132.49,129.15,250.97,729.07,54,100.2,112.8,3244.47,93.36,6.74
2047.56,27.15,29.9,132.53,129.26,250.96,731.74,45.4,118.66,105.36,3242.17,93.53,6.74
2048.58,22.76,23.67,132.56,129.34,250.74,727.16,51.63,129.83,92.15,3239.06,91.95,7.12
2049.62,43.92,23.55,132.6,129.38,250.6,726.02,51.76,109.16,117.47,3238.3,91.03,6.74
2050.65,31.07,29.73,132.68,129.45,250.22,732.88,45.57,121.17,107.13,3249.93,92.3,7.12
2051.69,23.05,23.46,132.72,129.53,249.86,730.59,51.84,109.58,119.61,3245.27,90.72,7.12
2052.73,31.63,29.4,132.76,129.57,249.93,732.12,45.9,110.57,117.93,3243.72,91.38,6.74
2053.75,20.42,20.93,133.06,129.03,216.64,670.36,55.33,120.75,110.3,3200.53,89.45,6.74
2054.75,43.91,21.47,133.1,129.11,216.99,671.12,54.79,114.2,112.47,3204.39,88.53,6.74
2055.75,25.95,24.21,132.95,129.07,217.46,671.88,52.05,113.55,99.71,3194.32,85.23,6.74
2056.76,19.49,21.43,132.79,128.96,218.24,669.21,54.83,106.27,110.7,3172.63,86.51,6.74
2057.78,20.07,24,132.45,128.77,219.83,667.69,52.25,106.38,97.67,3150.98,85.85,6.74
2058.78,16.46,25.25,132.45,128.58,220.82,663.49,51.01,104.7,112.59,3135.46,86.46,6.74
2059.78,16.47,22.47,132.56,128.5,220.91,667.31,53.79,111.95,103.31,3160.25,87.12,6.74
2060.78,22.95,23.17,132.6,128.42,222.47,664.64,53.08,111.6,107.89,3137.8,86.29,6.36
2061.78,29.07,23.42,132.56,128.31,223.16,667.31,52.84,110.12,109.72,3202.87,87.69,6.74
2062.78,24.48,22.09,132.53,128.16,224.1,666.16,54.16,114.5,106.06,3209.84,88.48,6.74
2063.78,14.75,25.17,132.41,127.81,226.37,661.59,51.09,109.47,108.53,3183.49,87.82,6.36
2064.78,13.95,25.5,132.26,127.55,227.88,660.44,50.76,108.1,82.78,3191.25,83.52,6.36
2065.8,23.65,25.66,132.18,127.36,229.42,658.16,50.59,110.69,111.95,3204.39,86.99,5.97
2066.8,18.68,27.49,132.11,127.2,231.15,658.92,48.77,113.62,90.59,3215.25,85.58,5.97
2067.81,19.97,23.38,132.11,127.05,232.87,655.87,52.88,98.95,99.62,3239.25,89.1,5.97
2068.82,26.39,21.51,132.15,126.98,233.75,653.2,54.75,105.58,82.75,3200.53,89.36,5.97
2069.84,37.4,17.48,132.07,126.98,234.76,655.11,58.77,110.35,92.21,3202.08,88.79,6.36
2070.86,32.18,21.1,131.95,126.94,234.82,658.54,55.16,104.82,99.68,3198.97,88.22,5.97
2071.86,17.83,24.46,131.84,126.94,236.72,659.68,51.8,104.86,106.58,3184.25,88.79,5.97
2072.86,17.71,21.51,131.61,126.86,238.4,659.3,54.75,105.85,87.54,3181.94,88.13,5.97
2073.88,0,24,131.57,126.9,238.45,660.83,52.25,104.59,90.77,3171.87,88.61,5.97
2074.9,19.22,25.83,131.5,127.17,238.48,661.97,50.43,126.4,74.36,3168.01,88.53,5.97
2075.9,45.01,21.01,131.46,127.24,238.46,660.44,55.24,113.62,124.43,3174.97,90.24,5.97
2076.9,29.05,20.97,131.31,127.4,238.48,654.73,55.29,124.19,77.84,3162.6,89.67,6.36
2077.92,33.07,26.45,131.23,127.51,238.47,659.3,49.8,105.12,104.6,3155.59,89.45,5.97
2078.94,7.16,17.07,130.89,127.51,238.48,706.58,59.19,97.27,94.34,3190.72,91.03,6.36
2079.94,13.5,27.91,130.96,127.47,238.46,714.2,48.35,99.79,91.93,3187.13,91.47,5.97
2080.98,12.87,24.54,131.08,127.59,237.88,719.92,51.71,126.51,101.21,3211.16,91.43,6.36
2082,21.07,26.83,131.23,127.7,238.01,719.92,49.43,99.86,131.81,3211.96,90.59,5.97
2083.02,17.21,26,131.08,127.74,236.94,720.3,50.26,127.96,103.41,3211.16,89.84,6.36
2084.02,39.62,24.5,131.08,127.78,237.03,720.3,51.76,113.97,118.63,3215.02,91.69,5.97
2085.04,22.25,15.41,131.23,127.28,236.57,674.55,60.85,87.78,97,3178.84,92.17,5.59
2086.04,18.19,21.43,131.46,127.55,235.82,684.84,54.83,95.71,90.84,3189.66,90.33,5.97
2087.04,12.46,18.69,131.61,127.89,235.82,677.22,57.57,90.14,97.64,3168.77,90.99,5.97
2088.08,19.46,21.22,131.69,128.04,235.91,684.84,55.04,98.6,103.07,3181.94,91.43,5.97
2089.08,19.69,24.54,131.61,128.2,236.02,680.65,51.71,107.52,87.54,3170.32,91.65,6.36
2090.08,15.06,23.42,131.38,128.35,236.63,680.65,52.84,110.35,82.96,3171.87,90.37,6.36
2091.08,15.73,20.14,131.38,128.42,236.45,680.27,56.12,105.89,95.05,3158.74,89.54,6.74
2092.08,24.14,22.92,131.42,128.46,236.7,684.08,53.33,104.02,100.11,3177.32,90.2,6.74
2093.08,18.9,21.76,131.54,128.54,236.64,678.74,54.5,96.58,102.25,3172.67,89.98,6.74
2094.1,10.96,25.5,131.65,128.58,236.8,671.5,50.76,146.22,76.31,3184.25,90.02,7.12
2095.12,40.75,20.47,131.69,128.58,237.03,677.22,55.78,114.27,106.67,3187.35,90.64,7.12
2096.14,36.83,26.12,131.76,128.58,236.77,677.22,50.14,131.96,84,3184.25,90.11,7.12
2097.16,56.41,25.79,131.8,128.62,237.18,679.13,50.47,127.31,92.54,3188.91,90.15,7.12
2098.16,18.83,26.41,131.92,128.62,237.34,678.74,49.85,102,94.92,3181.94,90.02,6.74
2099.16,20.83,18.69,132.03,128.62,237.44,680.65,57.57,103.75,92.18,3188.91,90.46,6.74
2100.16,24.31,25.58,132.07,128.65,237.42,681.79,50.68,114.69,78.88,3188.91,90.55,7.12
2101.16,17.21,16.36,132.15,128.69,237.48,673.41,59.9,76.45,89.37,3182.7,93.14,5.97
2102.16,15.91,26.66,132.15,128.73,237.46,679.89,49.6,103.56,98.8,3209.8,92.96,6.36
2103.18,17.46,25.83,132.3,128.77,237.44,675.31,50.43,116.18,104.93,3208.25,91.95,6.36
2104.22,13.51,20.93,132.3,128.81,237.16,674.17,55.33,96.24,81.96,3225.32,93.18,5.97
2105.23,17.69,25.04,132.3,128.81,237.39,678.36,51.22,101.5,80.28,3230.73,93.01,5.97
2106.25,14.91,26.41,132.34,128.77,237.09,673.79,49.85,99.48,74.7,3219.11,93.05,5.59
2107.27,11.75,24.25,132.41,128.81,237.16,672.26,52,97.61,91.2,3226.83,92.83,5.59
2108.29,16.5,26.83,132.45,128.77,236.96,674.55,49.43,102.38,89.8,3233.84,90.33,5.97
2109.33,15.87,27.2,132.56,128.81,236.77,670.36,49.06,100.05,94.01,3226.08,90.06,5.97
2110.35,17.62,26.5,132.56,128.84,236.81,669.21,49.76,99.4,92.27,3207.49,88.88,5.59
2111.37,17.46,25.04,132.53,128.81,236.96,673.79,51.22,113.7,84.55,3222.22,89.62,5.97
2112.37,17.58,26.04,132.49,128.81,237.28,670.74,50.22,126.28,99.81,3209.04,93.36,5.97
2113.39,16.09,24.92,132.56,128.77,238.34,671.5,51.34,119.95,95.26,3216.01,92.61,5.97
2114.39,19.37,26.04,132.53,128.84,238.4,671.12,50.22,100.66,97.79,3202.08,91.82,5.21
2115.39,14.64,26.99,132.53,128.88,238.47,673.79,49.26,132.57,81.13,3219.87,91.34,6.36
2116.39,11.19,23.59,132.53,128.92,238.63,670.74,52.67,103.03,93.31,3209.8,91.12,5.59
2117.42,18.94,25,132.53,128.81,239.64,675.78,51.26,104.89,83.94,3197.42,91.38,5.59
2118.43,14.97,21.1,131.99,128.31,241.17,675.4,55.16,100.17,106.03,3219.04,90.99,4.83
2119.45,16.91,25.66,131.65,128.42,241.37,677.31,50.59,112.06,80.46,3206.62,89.36,4.83
2120.45,15.38,24.09,131.27,128.46,241.49,673.11,52.17,109.2,82.78,3199.66,88.48,4.83
2121.47,20,28.07,131.38,128.39,241.73,674.26,48.18,107.87,78.27,3219.79,88.75,4.45
2122.54,22.51,26.79,131.46,128.31,241.63,678.07,49.47,118.09,79,3214.38,88.31,4.45
2123.6,21.73,22.05,131.54,128.31,241.35,678.45,54.21,113.43,83.39,3219.04,88.97,4.83
2124.64,24.9,20.1,131.65,128.31,241.15,679.3,56.16,89.15,72.56,3183.38,89.36,4.45
2125.69,15.41,26.83,131.69,128.2,241.34,677.31,49.43,101.01,91.9,3208.93,91.21,4.45
2126.75,13.55,23.21,131.76,128.16,241.43,673.88,53.04,105.47,96.69,3195,91.43,4.45
2127.79,26.13,28.16,131.8,128.23,241.46,672.73,48.1,120.41,92.03,3198.9,90.55,4.45
2128.83,9.18,22.8,131.65,128.31,240.36,677.39,53.46,101.84,89.8,3140.04,85.5,4.45
2129.83,13.8,25.83,131.69,128.23,240.28,678.92,50.43,115.68,89.52,3149.31,89.49,4.45
2130.85,11.01,23.55,131.65,128.16,240.27,689.98,52.71,105.77,82.45,3188.03,89.19,4.07
2131.87,17.77,19.31,131.61,128.12,240.93,688.59,56.95,104.93,101.33,2732.73,77.11,3.31
2132.87,21.56,20.62,131.61,127.7,238.48,686.93,57.78,104.47,111.43,3176.45,88.88,3.31
2133.87,14.02,21.62,131.61,127.89,238.43,688.07,56.78,113.59,79.67,3174.9,88.04,4.07
2134.87,26.25,26.15,131.61,127.97,238.51,688.07,52.25,114.96,76.77,3180.31,88.53,3.69
2135.87,23.07,24.4,131.38,128.01,238.41,691.12,54,111.18,79.33,3202.8,88.18,3.69
2136.89,12.81,16.88,130.93,127.97,239.08,683.11,61.52,91.97,108.23,3167.14,87.96,3.31
2137.91,21.37,22.78,131,127.89,238.75,683.11,55.62,107.3,83.73,3163.28,87.43,3.31
2138.97,14.24,20.46,131.15,127.81,238.52,684.64,57.94,101.08,96.91,3160.97,89.41,2.92
2140,18.78,22.41,131.23,127.81,238.28,685.78,55.99,111.68,84.89,3154.76,88.61,3.31
2141.02,24.6,24.4,131.27,127.85,238.13,685.78,54,106.46,94.92,3161.73,88.53,3.31
2142.02,9.69,25.07,131.34,127.93,237.27,685.78,53.33,108.17,92.94,3155.56,90.24,2.92
2143.02,9.73,23.86,131.34,127.93,237.24,682.35,54.54,92.24,92.7,3160.97,92.22,2.54
2144.02,10.48,21.95,131.34,128.01,237.14,685.02,56.45,102.64,98.55,3154.76,90.72,2.54
2145.02,10.69,21.83,131.31,128.01,236.04,685.78,56.57,93.04,98.65,3155.56,91.25,2.54
2146.03,12.55,23.74,131.38,127.97,237.03,686.54,54.66,105.2,79.39,3178.76,87.47,2.92
2147.03,6.38,21.58,131.34,127.97,238.27,677.78,56.82,86.44,91.87,3093.59,83.43,2.54
2148.03,8.21,26.23,131.42,127.89,237.35,684.26,52.17,96.54,70.09,3129.21,87.08,2.54
2149.04,13.61,13.27,130.58,127.43,238.21,682.14,65.13,81.79,104.81,2981.69,86.9,2.54
2150.04,8.96,23.99,130.73,127.47,237.49,689.51,54.41,101.04,98.46,3088.71,92.39,2.54
2151.06,9.97,24.69,130.7,127.55,236.53,695.99,53.71,121.36,95.6,3100.33,87.96,2.54
2152.06,4.97,24.24,130.54,127.36,236.49,694.84,54.16,158.54,80.83,3104.23,88.22,2.54
2153.08,9.36,23.2,130.77,127.51,236.17,695.56,55.2,154.91,78.88,3094.91,87.74,2.54
2154.08,8.29,24.36,130.77,127.66,235.36,695.7,54.04,160.63,81.68,3088.71,90.28,2.54
2155.08,12.96,23.57,130.81,127.66,234.44,696.94,54.83,171.5,84.18,3098.81,80.84,2.16
2156.08,12.96,21.54,130.85,127.55,234.07,697.27,56.86,172.79,92.97,3097.26,82.11,2.16
2157.08,22.65,21.7,130.89,127.59,233.08,697.65,56.7,172.18,84.4,3091.81,83.34,2.54
2158.08,25.19,24.57,130.96,127.7,232.88,699.51,53.83,145.69,107.31,3087.19,85.15,1.78
2159.1,10.58,25.07,131.08,127.89,232.89,701.03,53.33,107.3,75.95,3091.81,87.25,1.4
2160.12,9.48,27.35,131.31,128.23,233.08,707.13,51.05,94.14,88.64,3077.08,87.96,1.02
2161.16,9.39,24.78,131.5,128.39,231.5,703.7,53.62,102.03,87.88,3087.19,88.83,1.02
2162.2,11.32,26.44,131.5,128.62,230.91,705.23,51.96,99.18,92.51,3091.81,89.98,0.64
2163.22,14.55,25.15,131.46,128.69,231.16,709.42,53.25,103.14,85.41,3095.71,82.64,1.02
2164.22,12.64,17.38,131.57,128.84,231.14,709.8,61.02,86.48,86.75,3101.92,84.35,0.64
2165.24,10.48,23.82,131.65,128.84,231.41,704.08,54.58,95.25,76.65,3087.95,83.43,0.26
2166.24,9.28,23.82,131.88,128.84,231.25,704.84,54.58,92.39,80.89,3099.57,83.12,0.64
2167.25,8.9,23.53,131.95,129.19,230.55,708.66,54.87,101.12,90.53,3101.12,83.21,0.26
2168.27,18.83,22.74,132.07,129.34,230.44,706.75,55.66,111.99,92.7,3103.47,82.91,0.64
2169.29,14.16,23.61,132.11,129.57,232,705.23,54.79,99.25,103.01,3098.81,82.16,0.26
2170.35,9.46,24.98,132.22,129.64,230.25,714.08,53.42,86.14,94.83,3090.26,82.73,0.26
2171.37,12.87,23.65,132.45,129.76,230.62,708.28,54.75,95.13,82.45,3095.71,81.46,-0.13
2172.37,6.81,23.7,132.64,129.91,230.44,713.32,54.7,90.25,91.05,3096.47,82.69,-0.13
2173.37,8.74,26.23,132.72,130.06,230.2,714.46,52.17,95.9,86.5,3094.91,82.86,-0.13
2174.39,21.84,19.13,132.76,130.14,230.04,714.46,59.27,92.27,87.78,3095.71,82.2,0.26
2175.41,21.2,20.46,132.83,130.22,230.21,714.46,57.94,94.22,83.88,3092.6,82.38,-0.13
2176.42,13.72,19.54,132.91,130.29,230.44,713.79,58.86,95.02,89.43,3071.67,81.98,-0.13
2177.44,13.59,22.78,132.95,130.25,230.47,710.27,55.62,105.47,84,3081.74,83.61,0.26
2178.44,16.22,24.03,132.98,130.29,230.48,715.13,54.37,106.34,84.03,3087.95,84.27,0.26
2179.44,13.8,22.66,133.1,130.41,230.18,714.08,55.74,104.17,92.88,3101.12,82.86,-0.13
2180.46,12.06,11.44,133.17,130.48,230.17,711.46,66.96,86.52,93.92,3095.71,85.1,-0.13
2181.54,39.62,27.81,117.89,114.28,227.81,1063.55,50.59,103.64,71.03,2590.24,83.04,6.74
2182.58,32.47,15.31,117.89,114.51,228.33,1065.43,63.09,138.44,66.92,2619.66,82.99,6.74
2183.59,54.32,25.61,117.77,114.66,228.48,1065.16,52.79,143.06,54.86,2587.14,82.51,7.12
2185.5,50,15.09,116.78,114.97,231.85,1067.48,73.31,39.78,0,2680.87,81.06,5.59
2187.07,85.45,16.46,116.74,114.78,231.87,1062.73,71.94,62.77,43.76,2676.21,82.99,5.97
2188.08,14.07,14.89,113.73,114.74,236.65,1064.21,63.51,149.23,77.5,2656.07,79.44,5.97
2189.16,24.16,12.61,117.43,115.58,237.61,1065.97,65.79,162.46,96.45,2680.07,81.89,5.97
2190.18,32.95,20.95,117.35,115.54,237.59,1062.02,57.45,171.23,93.31,2681.62,81.1,6.36
2191.19,31.31,18.63,118.95,115.84,237.95,1061.6,59.77,171.57,82.93,2650.66,79.39,6.36
2192.19,48.06,23.03,118.95,116.03,237.95,1069.14,55.37,182.86,85.74,2632.07,78.82,6.36
2193.2,31.13,17.42,118.99,116.26,237.97,1062.35,60.98,170.77,81.59,2671.55,78.29,5.97
2194.2,38.29,21.62,119.07,116.45,238.77,1073.93,56.78,193.04,68.41,2655.28,80.01,6.36
2195.22,24.99,14.52,119.26,116.72,238.27,1072.02,63.88,176.38,80.4,2685.48,79.44,6.74
2196.22,30.77,18.42,119.3,116.87,238.61,1067.98,59.98,171,81.84,2682.38,79.08,6.36
2197.24,35.26,18.55,119.41,117.06,238.81,1071.7,59.85,179.73,76.25,2670,76.45,5.97
2198.25,64.33,19.58,119.45,117.14,238.81,1078.39,58.82,190.75,78.17,2626.62,75.83,6.74
2199.28,40.4,17.18,119.68,117.22,238.76,1075,61.22,178.06,84.7,2656.83,77.55,6.36
2200.28,60.1,22.66,119.72,117.29,239.07,1072.77,55.74,186.94,87.94,2639.04,79.96,6.74
2201.28,47.41,20.37,119.83,117.41,239.14,1070.44,58.03,178.7,101.24,2690.14,75.97,6.36
2202.28,44.51,23.16,119.95,117.48,239.14,1071.28,55.24,184.19,94.31,2666.14,77.46,6.36
2203.29,43.93,19.42,121.05,118.09,237.75,1079.28,58.98,161.17,77.11,2598.76,80.71,6.36
2204.31,29.58,17.22,121.17,118.17,237.74,1072.25,61.18,173.94,91.38,2605.72,74.69,6.36
2205.31,28.59,20.37,121.28,118.28,237.76,1078.86,58.03,174.62,91.32,2601.86,74.03,6.74
2206.31,23.55,19.58,121.32,118.36,237.76,1080.77,58.82,170.39,95.11,2666.14,82.86,6.36
2207.31,49.41,20.25,121.36,118.4,238.06,1079.37,58.15,177.45,88.97,2641.35,78.29,6.74
2208.31,36.84,21.49,121.39,118.44,238.07,1071.18,56.91,175.58,87.36,2649.86,72.23,6.36
2209.31,40.11,22.49,121.43,118.47,238.07,1073.42,55.91,177.33,85.77,2650.66,75.97,6.36
2210.32,39.65,21.49,121.58,118.51,238.07,1089.79,56.91,179.35,84.28,2649.86,77.15,6.74
2211.32,13.46,19.29,121.97,118.7,238.34,1087.14,59.11,153.12,58.71,2686.28,79.96,5.97
2212.32,53.06,24.44,122.08,118.78,238.45,1089.28,53.96,152.44,61.64,2678.52,78.91,6.36
2213.32,35.35,23.82,122.35,118.86,238.44,1073.74,54.58,159.11,57.28,2697.1,79.22,6.36
2214.32,25.71,22.12,122.35,118.93,238.48,1073.99,56.28,159.79,54.9,2683.17,80.88,6.36
2215.34,48.73,23.07,122.39,119.01,238.62,1181.39,55.33,162.12,52.61,2683.93,79.22,6.36
2216.34,36.29,20.46,122.5,119.08,238.47,1159.91,57.94,160.79,53.13,2687.04,81.24,6.36
2217.34,21.06,9.95,122.54,119.24,238.45,1103.36,68.45,150.07,61.15,2741.24,82.25,6.36
2218.36,81.37,21.7,122.58,119.31,238.46,1162.11,56.7,159.83,54.8,2685.48,79.57,6.36
2219.36,54.56,19.54,122.8,119.39,238.45,1159.18,58.86,174.05,43.73,2688.59,79.22,6.74
2220.38,42.17,21.12,122.88,119.5,238.46,1152.57,57.28,164.75,51.2,2694,78.69,6.74
2221.38,31.33,21.2,123,119.58,238.76,1136.41,57.2,163.53,54.29,2699.45,79.74,6.74
2222.38,22.68,21.33,122.96,119.73,238.77,1151.1,57.07,155.26,55.11,2696.35,79.87,6.74
2223.38,37.15,21.95,122.96,119.85,238.77,1153.3,56.45,156.21,56.91,2700.97,79.17,6.74
2224.38,38.34,21.79,123.07,119.92,238.77,1165.05,56.61,166.89,52.88,2690.93,77.02,6.74
2225.42,36.72,19.13,123.11,120,238.78,1134.2,59.27,157.28,54.32,2715.69,79.74,7.12
2226.43,69.3,23.11,123.19,120.04,239.09,1150.36,55.29,153.96,59.23,2705.62,79.7,6.74
2227.45,47.11,17.63,123.26,120.08,239.09,1130.53,60.77,155.3,60.17,2714.14,80.23,7.12
2228.45,40.48,21.91,123.26,120.11,239.09,1151.1,56.49,161.7,52.42,2687.04,81.32,7.12
2229.45,53.84,21.25,123.3,120.15,239.89,1148.74,57.15,155.6,54.93,2683.93,81.06,6.74
2230.45,48.72,21.45,123.34,120.19,239.93,1133.36,56.95,159.3,53.58,2711.03,79.96,6.74
2231.45,60.74,20.66,123.41,120.23,239.61,1135.67,57.74,158.88,56.02,2711.83,80.27,7.12
2232.45,62.11,21.12,123.41,120.27,239.61,1132.01,57.28,151.83,59.04,2704.86,79.74,6.74
2233.47,55.64,5.48,123.87,119.85,235.31,963.64,65.54,127.73,52.24,2618.1,77.06,7.12
2234.49,31.89,18.65,123.87,119.88,235.31,1066.85,52.38,155.52,51.54,2601.07,77.99,7.12
2235.49,34.34,18.44,123.76,119.92,235.31,1088.81,52.59,165.97,47.63,2632.07,77.15,7.5
2236.49,59.24,19.1,123.72,119.92,235.3,1089.54,51.92,170.05,54.32,2622,76.8,7.5
2237.49,59.02,18.48,123.72,119.96,235.3,1086.61,52.54,173.1,53.16,2615.79,77.63,7.88
2238.5,39.6,16.69,123.72,120.04,235.29,1096.13,54.33,173.21,65.85,2635.14,78.03,7.5
2239.5,48.68,19.23,123.76,120.11,234.65,1142.24,51.8,189.38,37.05,2608.03,77.81,7.88
2240.5,35,16.61,123.8,120.19,233.82,1113.7,54.41,164.75,53.13,2622.76,80.23,7.5
2241.5,49.34,16.99,123.83,120.27,234.33,1082.95,54.04,166.73,60.27,2638.24,78.51,7.5
2242.5,32.17,19.27,123.95,120.23,233.79,1085.15,51.76,167.53,59.08,2656.83,78.6,7.88
2243.5,31.37,20.14,123.87,120.27,233.78,1070.51,50.88,167.5,59.11,2665.35,78.73,7.88
2244.5,48.28,17.73,123.83,120.3,233.63,1074.9,53.29,166.81,57.64,2662.24,79.44,7.5
2245.5,38.75,13.91,123.87,120.38,232.34,1053.67,57.11,162.62,62.71,2665.35,79.57,7.88
2246.5,26.98,19.19,123.87,120.42,232.3,1099.06,51.84,170.81,55.38,2628.17,74.82,7.5
2247.5,51.68,19.02,123.99,120.46,231.97,1075.63,52,164.71,62.64,2644.45,75.35,7.5
2248.5,29.57,16.94,124.06,120.46,231.97,1182.5,54.08,159.83,66.49,2551.52,75.48,7.5
2249.54,63.34,18.31,124.14,120.53,231.97,1148.83,52.71,164.6,63.38,2587.9,75.75,7.88
2250.56,70.52,17.94,124.18,120.53,231.97,1129.8,53.08,159.37,61.36,2591.79,78.43,7.88
2251.6,61.32,15.57,124.18,120.57,231.97,1118.82,55.45,156.74,64.72,2598.76,78.34,7.88
2252.6,70.59,16.36,124.22,120.61,231.98,1160.54,54.66,166.85,53.61,2568.55,80.09,8.26
2253.6,52.95,16.78,124.25,120.65,231.97,1133.46,54.25,160.18,58.56,2606.48,79.83,7.5
2254.6,57.16,19.44,124.33,120.69,231.98,1142.24,51.59,164.29,55.47,2576.27,77.81,7.88
2255.6,63.19,18.85,124.33,120.76,231.98,1148.1,52.17,165.7,53.49,2601.86,76.45,7.88
2256.62,51.86,16.45,124.33,120.8,231.67,1146.26,54.58,161.2,60.45,2628.17,76.98,7.88
2257.64,66.49,18.85,124.41,120.8,231.15,1170.26,52.17,176.26,46.84,2611.93,76.4,8.26
2258.64,53.96,19.27,124.41,120.84,230.47,1143.36,51.76,172.95,54.1,2606.48,76.05,7.88
2259.64,57.33,17.4,124.41,120.84,230.15,1118.63,53.62,170.35,56.02,2628.17,75.13,7.88
2260.66,55.56,17.19,124.52,120.91,230.5,1132.45,53.83,169.44,58.43,2623.55,75.44,8.26
2261.66,61.16,19.77,124.56,120.91,230.45,1146.99,51.26,172.26,55.78,2622.76,75.79,8.26
2262.68,63.3,20.18,124.6,120.95,230.15,1130.99,50.84,168.07,58.92,2635.14,75.53,8.26
2263.68,57.17,19.85,124.67,120.99,230.15,1142.63,51.17,169.52,58.5,2632.07,75.97,8.26
2264.68,57.16,19.56,124.71,120.99,230.14,1156.44,51.47,167.11,61.82,2636.69,77.06,7.88
2265.68,57.33,17.11,124.67,121.03,230.15,1123.58,53.92,170.39,57.46,2644.45,75.66,7.88
2266.69,34.98,17.65,125.17,120.76,227.34,1157.23,53.38,167.38,54.71,2643.65,76.27,8.26
2267.71,48.38,16.99,125.13,120.88,227.16,1139.84,54.04,160.98,60.3,2666.14,77.24,8.26
2268.73,41.21,16.4,125.02,120.95,227.16,1110.85,54.62,160.14,60.75,2705.62,77.77,8.26
2269.75,42.55,16.2,124.94,121.07,226.84,1122.28,54.83,165.44,56.88,2690.93,76.8,8.26
2270.75,53.74,15.12,124.98,121.14,226.56,1103.5,55.91,164.64,59.47,2693.24,78.64,8.64
2271.75,55.4,18.48,124.94,121.22,226.49,1123,52.54,163.87,56.97,2687.04,78.47,7.5
2272.77,46.35,16.65,124.98,121.33,226.83,1104.09,54.37,163.38,55.44,2692.45,78.64,8.26
2273.77,56.32,16.94,125.02,121.37,226.84,1097.61,54.08,161.66,56.7,2707.17,77.59,8.26
2274.77,50.07,17.65,124.98,121.45,226.85,1078.9,53.38,157.28,61.27,2709.52,77.59,8.26
2275.79,33.05,17.07,124.98,121.56,227.16,1115.61,53.96,164.37,55.47,2707.17,76.1,8.26
2276.79,43.38,15.95,125.02,121.6,227.16,1087.54,55.08,161.28,56.57,2704.07,72.67,8.26
2277.79,52.2,17.61,125.09,121.64,226.49,1101.21,53.42,162.12,56.48,2740.49,78.56,8.26
2278.79,55.41,17.94,125.05,121.6,226.49,1101.93,53.08,163.87,55.2,2719.59,78.38,8.26
2279.79,63.17,18.65,125.13,121.64,226.5,1135.76,52.38,172.15,56.94,2708.73,73.77,8.64
2280.79,58.09,18.07,125.17,121.64,226.51,1124.25,52.96,173.79,54.41,2700.21,73.77,8.64
2281.79,55.62,19.35,125.21,121.68,226.5,1103.37,51.67,162.69,67.53,2726.56,74.21,8.64
2282.81,53.98,17.94,125.24,121.71,226.51,1104.09,53.08,164.48,53.37,2721.9,74.17,8.26
2283.82,69.32,18.52,125.32,121.75,226.51,1091.85,52.5,161.55,55.05,2720.35,73.51,8.64
2284.83,66.72,18.65,125.36,121.75,226.21,1120.65,52.38,161.43,55.14,2721.1,73.55,8.64
2285.83,42.88,17.11,125.4,121.79,226.2,1113.45,53.92,164.22,54.65,2707.97,73.64,8.26
2286.85,57.24,19.6,125.44,121.83,226.2,1112.73,51.42,160.63,56.82,2723.45,73.9,8.26
2287.87,52.41,17.9,125.51,121.91,226.2,1104.09,53.13,161.36,56.36,2724.21,74.08,8.26
2288.89,56.47,20.18,125.55,121.94,226.19,1101.21,50.84,163.19,53.77,2722.66,75,8.26
2289.89,37.52,18.31,125.51,122.02,226.2,1103.37,52.71,162.54,55.99,2737.38,74.74,8.26
2290.89,51.45,19.68,125.55,122.06,225.37,1083.22,51.34,161.01,55.9,2714.14,75.97,8.26
2291.89,54.57,19.02,125.63,122.06,225.36,1106.25,52,161.13,56.48,2700.21,77.94,8.26
2292.91,55.4,18.23,125.74,121.64,225.36,1123.53,52.79,163.95,55.78,2728.11,80.31,8.26
